id,user_id,created_at,created_at_utc,type,username,token_name,model_name,quota,prompt_tokens,completion_tokens,use_time,is_stream,channel_id,channel_name,token_id,group,ip,request_id,upstream_request_id,content,other
115966,398,1787967807,2026-08-29 01:43:27,5,xiaochen,claude code,claude-opus-5,0,0,0,1,f,82,,188,claude code max,"",202608290143254202417768268d9d6A6r8zkD9,202608290143254365875828268d9d6ljtq8Dr0,"status_code=429, Upstream rate limit exceeded, please retry later (request id: 202608290143254365875828268d9d6ljtq8Dr0)","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""use_channel"":[""82""]},""channel_id"":82,""channel_name"":""elucid"",""channel_type"":14,""error_code"":""unknown_error"",""error_type"":""openai_error"",""request_path"":""/v1/messages"",""status_code"":429}"
115967,398,1787967807,2026-08-29 01:43:27,5,xiaochen,claude code,claude-opus-5,0,0,0,2,f,82,,188,claude code max,"",202608290143250778046198268d9d6ADqGmoNT,202608290143251503880098268d9d6qhBDUHuO,"status_code=429, Upstream rate limit exceeded, please retry later (request id: 202608290143251503880098268d9d6qhBDUHuO)","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""use_channel"":[""82""]},""channel_id"":82,""channel_name"":""elucid"",""channel_type"":14,""error_code"":""unknown_error"",""error_type"":""openai_error"",""request_path"":""/v1/messages"",""status_code"":429}"
115968,398,1787967807,2026-08-29 01:43:27,2,xiaochen,claude code,claude-opus-5,5751,2,1,2,f,82,,188,claude code max,"",202608290143254240108988268d9d6hvx4bW2c,202608290143255022443058268d9d6ToTecCd3,"","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""usage_billing_path"":""billing-usage-anthropic"",""use_channel"":[""82""]},""billing_source"":""wallet"",""cache_creation_ratio"":1.25,""cache_creation_ratio_1h"":2,""cache_creation_tokens"":818,""cache_creation_tokens_1h"":818,""cache_ratio"":0.1,""cache_tokens"":0,""cache_write_tokens"":818,""claude"":true,""completion_ratio"":5,""frt"":-1000,""group_ratio"":1.4,""model_price"":-1,""model_ratio"":2.5,""official_quota"":4107.5,""request_conversion"":[""Claude Messages""],""request_path"":""/v1/messages"",""usage_semantic"":""anthropic"",""user_group_ratio"":-1}"
115969,398,1787967807,2026-08-29 01:43:27,2,xiaochen,claude code,claude-opus-5,1575,445,1,2,f,82,,188,claude code max,"",202608290143254165183638268d9d69dqFymxy,202608290143254985894408268d9d6nQ2LuRTG,"","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""usage_billing_path"":""billing-usage-anthropic"",""use_channel"":[""82""]},""billing_source"":""wallet"",""cache_creation_ratio"":1.25,""cache_creation_tokens"":0,""cache_ratio"":0.1,""cache_tokens"":0,""claude"":true,""completion_ratio"":5,""frt"":-1000,""group_ratio"":1.4,""model_price"":-1,""model_ratio"":2.5,""official_quota"":1125,""request_conversion"":[""Claude Messages""],""request_path"":""/v1/messages"",""usage_semantic"":""anthropic"",""user_group_ratio"":-1}"
115970,398,1787967807,2026-08-29 01:43:27,5,xiaochen,claude code,claude-opus-5,0,0,0,1,f,82,,188,claude code max,"",202608290143254653019648268d9d6GWb5YqW2,202608290143254705118958268d9d6BQ2OCejm,"status_code=429, Upstream rate limit exceeded, please retry later (request id: 202608290143254705118958268d9d6BQ2OCejm)","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""use_channel"":[""82""]},""channel_id"":82,""channel_name"":""elucid"",""channel_type"":14,""error_code"":""unknown_error"",""error_type"":""openai_error"",""request_path"":""/v1/messages"",""status_code"":429}"
115971,398,1787967807,2026-08-29 01:43:27,5,xiaochen,claude code,claude-opus-5,0,0,0,2,f,82,,188,claude code max,"",202608290143254310945278268d9d66pRfU1SQ,202608290143254643122598268d9d6QsfHpOTU,"status_code=429, Upstream rate limit exceeded, please retry later (request id: 202608290143254643122598268d9d6QsfHpOTU)","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""use_channel"":[""82""]},""channel_id"":82,""channel_name"":""elucid"",""channel_type"":14,""error_code"":""unknown_error"",""error_type"":""openai_error"",""request_path"":""/v1/messages"",""status_code"":429}"
115972,398,1787967807,2026-08-29 01:43:27,2,xiaochen,claude code,claude-opus-5,1778,503,1,2,f,82,,188,claude code max,"",202608290143254257329928268d9d6lIUQglNu,202608290143254313668368268d9d6AnDdLnhi,"","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""usage_billing_path"":""billing-usage-anthropic"",""use_channel"":[""82""]},""billing_source"":""wallet"",""cache_creation_ratio"":1.25,""cache_creation_tokens"":0,""cache_ratio"":0.1,""cache_tokens"":0,""claude"":true,""completion_ratio"":5,""frt"":-1000,""group_ratio"":1.4,""model_price"":-1,""model_ratio"":2.5,""official_quota"":1270,""request_conversion"":[""Claude Messages""],""request_path"":""/v1/messages"",""usage_semantic"":""anthropic"",""user_group_ratio"":-1}"
115973,398,1787967808,2026-08-29 01:43:28,5,xiaochen,claude code,claude-opus-5,0,0,0,2,f,82,,188,claude code max,"",202608290143255581532198268d9d6bpH06MW9,202608290143256177107868268d9d6gfGYXfu8,"status_code=429, Upstream rate limit exceeded, please retry later (request id: 202608290143256177107868268d9d6gfGYXfu8)","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""use_channel"":[""82""]},""channel_id"":82,""channel_name"":""elucid"",""channel_type"":14,""error_code"":""unknown_error"",""error_type"":""openai_error"",""request_path"":""/v1/messages"",""status_code"":429}"
115974,398,1787967808,2026-08-29 01:43:28,2,xiaochen,claude code,claude-opus-5,9384,2,1,3,f,82,,188,claude code max,"",202608290143254962420368268d9d64hdHeA7c,202608290143254974573438268d9d61m7OEe1R,"","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""usage_billing_path"":""billing-usage-anthropic"",""use_channel"":[""82""]},""billing_source"":""wallet"",""cache_creation_ratio"":1.25,""cache_creation_ratio_1h"":2,""cache_creation_tokens"":1337,""cache_creation_tokens_1h"":1337,""cache_ratio"":0.1,""cache_tokens"":0,""cache_write_tokens"":1337,""claude"":true,""completion_ratio"":5,""frt"":-1000,""group_ratio"":1.4,""model_price"":-1,""model_ratio"":2.5,""official_quota"":6702.5,""request_conversion"":[""Claude Messages""],""request_path"":""/v1/messages"",""usage_semantic"":""anthropic"",""user_group_ratio"":-1}"
115975,398,1787967808,2026-08-29 01:43:28,2,xiaochen,claude code,claude-opus-5,10665,2,1,3,f,82,,188,claude code max,"",202608290143255195658408268d9d66ZNT4GuA,202608290143272354997658268d9d6e8NoKEfi,"","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""usage_billing_path"":""billing-usage-anthropic"",""use_channel"":[""82"",""82""]},""billing_source"":""wallet"",""cache_creation_ratio"":1.25,""cache_creation_ratio_1h"":2,""cache_creation_tokens"":1520,""cache_creation_tokens_1h"":1520,""cache_ratio"":0.1,""cache_tokens"":0,""cache_write_tokens"":1520,""claude"":true,""completion_ratio"":5,""frt"":-1000,""group_ratio"":1.4,""model_price"":-1,""model_ratio"":2.5,""official_quota"":7617.5,""request_conversion"":[""Claude Messages""],""request_path"":""/v1/messages"",""usage_semantic"":""anthropic"",""user_group_ratio"":-1}"
115976,398,1787967808,2026-08-29 01:43:28,2,xiaochen,claude code,claude-opus-5,5947,2,1,3,f,82,,188,claude code max,"",202608290143254934015958268d9d64gONwEHH,202608290143255659778708268d9d6S8aXHCoa,"","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""usage_billing_path"":""billing-usage-anthropic"",""use_channel"":[""82""]},""billing_source"":""wallet"",""cache_creation_ratio"":1.25,""cache_creation_ratio_1h"":2,""cache_creation_tokens"":846,""cache_creation_tokens_1h"":846,""cache_ratio"":0.1,""cache_tokens"":0,""cache_write_tokens"":846,""claude"":true,""completion_ratio"":5,""frt"":-1000,""group_ratio"":1.4,""model_price"":-1,""model_ratio"":2.5,""official_quota"":4247.5,""request_conversion"":[""Claude Messages""],""request_path"":""/v1/messages"",""usage_semantic"":""anthropic"",""user_group_ratio"":-1}"
115977,398,1787967808,2026-08-29 01:43:28,2,xiaochen,claude code,claude-opus-5,9342,2,1,3,f,82,,188,claude code max,"",202608290143250778046198268d9d6ADqGmoNT,202608290143272927329188268d9d6tqgJ4FzK,"","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""usage_billing_path"":""billing-usage-anthropic"",""use_channel"":[""82"",""82""]},""billing_source"":""wallet"",""cache_creation_ratio"":1.25,""cache_creation_ratio_1h"":2,""cache_creation_tokens"":1331,""cache_creation_tokens_1h"":1331,""cache_ratio"":0.1,""cache_tokens"":0,""cache_write_tokens"":1331,""claude"":true,""completion_ratio"":5,""frt"":-1000,""group_ratio"":1.4,""model_price"":-1,""model_ratio"":2.5,""official_quota"":6672.5,""request_conversion"":[""Claude Messages""],""request_path"":""/v1/messages"",""usage_semantic"":""anthropic"",""user_group_ratio"":-1}"
115978,398,1787967808,2026-08-29 01:43:28,2,xiaochen,claude code,claude-opus-5,30685,2,1,3,f,82,,188,claude code max,"",202608290143254202417768268d9d6A6r8zkD9,202608290143272493259308268d9d6qHefnUmy,"","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""usage_billing_path"":""billing-usage-anthropic"",""use_channel"":[""82"",""82""]},""billing_source"":""wallet"",""cache_creation_ratio"":1.25,""cache_creation_ratio_1h"":2,""cache_creation_tokens"":4380,""cache_creation_tokens_1h"":4380,""cache_ratio"":0.1,""cache_tokens"":0,""cache_write_tokens"":4380,""claude"":true,""completion_ratio"":5,""frt"":-1000,""group_ratio"":1.4,""model_price"":-1,""model_ratio"":2.5,""official_quota"":21917.5,""request_conversion"":[""Claude Messages""],""request_path"":""/v1/messages"",""usage_semantic"":""anthropic"",""user_group_ratio"":-1}"
115979,398,1787967809,2026-08-29 01:43:29,2,xiaochen,claude code,claude-opus-5,4428,2,1,4,f,82,,188,claude code max,"",202608290143254653019648268d9d6GWb5YqW2,202608290143274906637948268d9d65T0BPRBE,"","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""usage_billing_path"":""billing-usage-anthropic"",""use_channel"":[""82"",""82""]},""billing_source"":""wallet"",""cache_creation_ratio"":1.25,""cache_creation_ratio_1h"":2,""cache_creation_tokens"":629,""cache_creation_tokens_1h"":629,""cache_ratio"":0.1,""cache_tokens"":0,""cache_write_tokens"":629,""claude"":true,""completion_ratio"":5,""frt"":-1000,""group_ratio"":1.4,""model_price"":-1,""model_ratio"":2.5,""official_quota"":3162.5,""request_conversion"":[""Claude Messages""],""request_path"":""/v1/messages"",""usage_semantic"":""anthropic"",""user_group_ratio"":-1}"
115980,398,1787967809,2026-08-29 01:43:29,2,xiaochen,claude code,claude-opus-5,3756,2,1,4,f,82,,188,claude code max,"",202608290143254310945278268d9d66pRfU1SQ,202608290143274373938338268d9d6P3nGEDKe,"","{""admin_info"":{""channel_affinity"":{""key_fp"":""55d3a3d1"",""key_hint"":""{\""de...d2\""}"",""key_key"":"""",""key_path"":""metadata.user_id"",""key_source"":""gjson"",""model"":""claude-opus-5"",""override_template"":{""applied"":true,""param_override_keys"":1,""rule_name"":""claude cli trace""},""reason"":""claude cli trace"",""request_path"":""/v1/messages"",""rule_name"":""claude cli trace"",""using_group"":""claude code max""},""usage_billing_path"":""billing-usage-anthropic"",""use_channel"":[""82"",""82""]},""billing_source"":""wallet"",""cache_creation_ratio"":1.25,""cache_creation_ratio_1h"":2,""cache_creation_tokens"":533,""cache_creation_tokens_1h"":533,""cache_ratio"":0.1,""cache_tokens"":0,""cache_write_tokens"":533,""claude"":true,""completion_ratio"":5,""frt"":-1000,""group_ratio"":1.4,""model_price"":-1,""model_ratio"":2.5,""official_quota"":2682.5,""request_conversion"":[""Claude Messages""],""request_path"":""/v1/messages"",""usage_semantic"":""anthropic"",""user_group_ratio"":-1}"
